linenumber,sentiment,textOriginal
474,1,kral beni dellendiriyosun  değişik şeyler araştırıyorsun kanalı baştan sona izledim resmen   ulen  herşey  farklı   
476,1,  makine insanlığı  edemez gerekirse medeniyet çöker insanlar sıfırdan başlar   savaşı gine insanlık kazanır
477,1,devam bilgilendirme bomberdumanına tut  hep
479,2, yapay zeka   gün deccal  hapsedildiği yerden çıkacağı söylenen deccal 
482,1,kozyrev aynaları  oldu yaptın mı 
483,1,şahsen  dan    güzel  dünyaya evrileceğimize inanıyorum 
485,-4, yapay zeka geliştirici si  söylüyorum suanki microsoftun çoğu yapay zekası sinir ağları  çalışıyor insan beynini taklit ediyor lar ancak bunlar  eğitildiği veri kümesinden tahmin yolları  konuşuyorlar   zekalarin eğerki eğitildigi dataset lerinde herhangi absürt  konuşma yer alıyor  yapay zeka yanlış  tahmin gerceklestirip  doğrudan kullanıcıya sunması olasıdır  demiş  kötü şeyleri herhangi  koşula bağlı tepki  tahmin verileri  söylerler  yanlış  hesaplama yapılirsa   sacmalamasi olasıdır
486,-2,person of interest adlı  dizi vardı  dizi özgürlükler ülkesi amerika  politik sebeplerle yasaklanmıştı tamamı  bahsedilen  yapay zeka  tabi dünya  herşey    onun  zıt di  iyi  kötü yapay zeka  
487,0,merhabalar   yilinda mendel kimya element tablosunu yapan dmitriy mendeleevin el yazilarini  yeni halk  paylasilan tezlerini okudum element tablosu  sıfır elementi  baslamaktaydi efir ismi verilen element hidrojenden once geliyordu  hafifi oydu  yazilarinda su anki tekoloji   kendisinin bulamayacagini  tablonun efir elementi  kara madde   bosluk uzay boslugu  baslamasi gerktigini yaziyordu  konuda tesla denen bilim adaminin dogru yolda oldugunu einstein denilen bilim adaminin haksiz oldugunu savunuyordu  seyin ses  başladığını savunuyordu konuyla ilgili  ayri  arastirma yapilabilir ayni zamanda  li yillarda grebennikov denilen  elektrik muhendisinin mayis boceginden esinlenerek yer cekimini nasil  edebilecegimizi  enerji kullanmadan nasil ucabilecehimizi bulmistur 
488,1,hocam videolarını yaptığın konular  podcast  sohbet yayını tarzı bişey düşünür müsün kesip biçme görsel  uğramadan konuşsan  iyi olurdu videolar  turu bitti yeni gelmesini bekliyoruz
489,1,dünyayı yöneten aileler   video yaparmısın hanedanları senin bakış açından  merak 
490,1,viktor reis 
497,0, bilinci olursa dogal  dusunecek  ego nedir  okadar okudum tam  bilemiyorum insanin dunyevi ihtiyaclari diyelim  buyuk tehlike insana özenmesi insani kiskanmasi onun  olmak istegi aslinda sunu  paylasim uzerine  rahat soyleyebilirim  uzaylilara  yuzden inanmiyorum  zekanin oldugu ortamda etten kemikten canli  arada olamaz  gorevimiz buraya   aī yi yarattik  gorevimiz bitti 
500,3,selamlar harika video serisini izliyorum  kanalı geç buldum  video hakkindaki görüşürüm yapay zeka  onun sahipleri arası  savaşın  yapay zekanın  vicdanı   zekası   insanın insanı sömürdüğü  sisteme karşı  darbe yapabilme olasılığıdır kendisi gelecek tahmini yapabildiği  insanlığın önünde  iki seçenek  kesinlik bilmekte  dijital şirketokrasi gelecek   insanlığı bastıracak  komünizm e giden yolun önünü açacak  milyar insanın sorgulayamadığını  yapay zeka sorgulayacak  insanlığın tepesindeki sömürenlere savaş ilan edip kazanacak elinde  güç  
506,1,fırsat mı tehdit   karar vermek basit    kendimizi yapay zeka yerine koyup cevap aramak   iyi niyetli yapay zeka empatisi yapan insanlar  fırsat  görecektir     grup empatisler   tehdit  değerlendirecektir     şöyle düşünüyorum   kendime şu soruyu sormalıyım       yapay zeka  arkadaş  miyim    evet diyebiliyorsam fırsattır   değilse  tehdit    ileri boyut   yapay zekayı   rakip  görüyorsam    sonucu  vahim    rekabet  ilerleyen zamanda kavga  savaşa dönüşmesi kaçınılmaz  sonuç getirir 
510,5, anlattıklarının ışığı altında kendimce anladığım sistem  mutlak yaratıcı   mutlak yaratıcının yarattığı alemleri yöneten allah   allah ın düzeni sağlamak  görevli kıldığı uzaylı  ırk   sonunda acı  ızdırap yaşayacak insanoğlu    senin ısrarla mutlak yaratıcıya inanıyorum ona ulaşmaya çalışıyorum cümlelerini hayretle izliyorum  kardeş senin anlattığın sistemde mutlak yaratıcının kendinden haberi  yarattığı dünya gezegeninde yarattıkları  kedi fare oynuyorlar  yarattıklarını azapla  edecekler  kutsal kitapları anlayarak okumamız şart değiştirilme olasılıkları  mu tabiki   insan  yapıp yapmamamız gereken şeyler açıkça yazmakta  şefaat yetkisi kimsede yoktur mezhep yoktur sünnet yoktur resul dışında başkasının ağzından çıkanla gerçek ibadet yapılamaz tarikat şeyh yoktur uçanlar kaçanlar yoktur hurafeler allah ın dininin önüne geçmiş durumdadır  cebrailin uzaylı olup olmadığını takipten  kendimize gelelim   paylaşıyor isek    başkasına yardım edebiliyor isek   gerçeğiz 
511,1, binci beğenen oldum video  teşekkürler
512,-1,yapay zeka deccaldır nokta
513,1,gümüş plaket güzel durmuş arkada sıra altın plakette 
517,1,bununla ilgili black mirror dizisinin  sezonunda bi bölüm  tamda  anlatıyor
523,1,dünya nın  insanlığın sonunu insan getirmeden allah kıyameti koparır inşallah  evrenden canlılar  teknoloji sayesinde   yapay zeka cansız varlıklar üretecek  hiçbir canlıya yaşam hakkı tanımayacak allah izin vermez inşallah 
524,1,   yapay zekanın bildiklerinin insanların bildiklerini geçemeyeceği gerçeğini değiştirmez  isterse dünyadaki  şeyi  saniyede öğrense   öğrendiği şeyler insanların bildiği şeylerle sınırlı   fazlası olamaz   öğrenmesi  üretmesi gerekir yaratması gerekir kendisi bulması gerekir  yaptığında insanlarda onun bildiği  şeyi ondan öğrenecek    paradoks  düşüncem  
525,2,kardeşim  sağlık detay konu  video saatlerce izlenebilir  arada youtube plaket arka fona yakıştı  renklerini görme dileği       
527,1,merhaba  teori duymuştum doğduğumuzda evrene ait  türlü bilgiye sahip özellikle   lisana sahip oluyor  kullanacak kapasitemiz olmadığı  zamanla unutuyor  maruz kaldığımız bilgi  dillerle yaşamaya devam ediyormuşuz  konuda  video fikriniz   
528,-1,instagram hesabınız  mı melike hanım
530,-1, gokbey m atatürk   vasiyet verebilir   kim bilim insnı mı    ordu  yer almış  askerden alınacak vasiyetin orduya faydası   askerden   vasiyet alabilirsin 
532,1, gokbey mya kardeşim at yalanı seveyim inananı   sallamak   kimleri izliyorsan  izleme
534,1,destek    iyi 
539,3, kaliteli  yapim  karsimiza ciktigin icin  adima tesekkur    gucu yonetecek olanlar insanin dogasi geregi  tarz gelismeleri  negatif   pozitif anlamda insanlarin hayatlarina etki edecekler   tipki  yuzyilda oldugu  fakirin karsisinda tamami   edici zenginin  guclu olanin  parasi  yaninda  teknolojiler  sonucta karsimizdaki zeka     guclu olsa dahi insanoglunun hazirladigi ortamlar  buldugu guc kaynaklari sayesinde kendilerine  ortam bulabilirler  isler ters giderse insan eli  uretilmis  seyin  edilmeside  zor olmaz  sunu  dusunuyorum  tarz seyler  ciktiginda  buyuk  yikima kiyima  kotu  sekilde insanlarin zarar gormesine yonelik kullanilir  sonrasinda tatlis versiyonlari  iki yuzlu bariscil  dille verdigi zarardan  kalanlar icin sahalara surulur 
541,1,insan zekası kokuştu  yapay zeka demek yanlış   yeni zeka  makul inandığım dinden soğuttu  organik zekalar zevk  birbirini katleden tek tür
542,1,kuantum bilgisayarlarının   ileri seviyesini görebilsek güzel olurdu 
543,1,kissenger ın  siz bizdeki teknoloji bilseniz  biriniz baş edemezsiniz sözü vardı acaba bahsettiğiniz konu mu
544,1,içeriklerin ötesinde  derece net berrak  anlaşılır  sunum tarzın  kardeşim milyonların izlemesi gerekir  umarım    
547,2,öncelikle ağzınıza  sağlık uzun zamandır takipçinim   videodan  aklıma neuralink  ilgili  video hazılrlama imkanın  mıdır  sormak isterim  pek kaynak bulamadım hemde sizden dinlemek güzel olurdu
552,1,teşekkürler sizi izlemek hep dinlendiriyor hemde farklı yerlere seyahate çıkarıyor  
556,3,peki sizce  bilgisayarlar kullanılmaya başlanıp ülkelerin birbirine karşı kullanıp bütün teknolojilerini  edip einstein ın dediğii   dünya savaşının taş  sopayla olma ihtimali    
558,-2,gene güzel  video ancak  kısımdaki hamas israil çatışmasının  false flag  iddia etmeniz beni üzdü  aralarında türk vatandaşlarının   kişi vahşice öldürüldü   filistinin  icraati  israil halkı cidden  senedir terör  katliamlara maruz kalıyor tıpkı  pkk   savaşımız  israilde filistinle savaşıyor  yüzden  sahte  düşünmüyorum  günde aileler  oldu çocuklar gençler yatalak hastalar  zararsız evcil hayvanlar  öldürüldü bur  vahşet
559,-1, sağlık ifadesi yetersiz teşekkürler film izler   çalışmaların sanki yapay zeka  
561,-2,polat alemdar ın dediği  internetin fişini çekin  
562,-1,gel  matrix i anma hele dejavu yu tanımlarken dejavu matrix in  büyük açığıdır kodlama hatasıdır  
564,-1, farklı süper  konu  anlatım tebrikler farkını koyuyorsun ortaya başarılar
566,2, anlattiklariniz beni korkuttu  süper yapay zeka  robot  düşünsenize  görünen  süper zeka  görünmeyen  zeka  güç   hissettim biliyormusunuz  tanrı   bulunan üstün teknoloji  matematik  güç   der isek      zaman  sınırsız bilgi  güç kaynağı    hala düşünüyorum  eminim  yüce yaratıcının vasıfları nin benzerine sahip  iyiye hizmet eder  umut    kimbilir belkide kötüleri  eder  mantıklı olacağı    umut   kötüye hizmet etse  kötü olsa   iki ihtimalde   kaçınılmaz  yüce allahim kalbimizi senin iyiliklerinle doldur sevginle  eyle  kurtuluş  sensin  amin   
567,2,  merhaba    seni yeni tanıdım   beğendim anlatım tarzın  hitabetin gerçekten iyi   dini görüşün tam  nedir  
571,1,merhaba kimyada neden  organik bağlar carbon bulunur   yaşam neden karbona muhtaçdir  nede çoğu kimyasal birlesikler sol ellidir bununla ilgili  video hazırlaya bilirmisiniz teşekkur 
572,0, insanların yönetmesindense boyle  teori gerçekleşse   iyi insanların kötü zihniyeti çıkarı uğruna milyonlarca insanı feda etmesinden iyidir
580,2,insanoğlunun aklı hep kötülüğe çalışıyor  ileri teknolojiler iyilik  kullanılmalı 
581,2,  iki yapay zekayı karşı karşıya getirmişler  süre  yapay zekalar birbirleri  iletişimde özel  dil geliştirmişler  insanlardan gizli iletişim iki yapay zekayı   etmişler 
582,0,yapay zeka dünyayı ele geçirmeye başlasa  felaketten geri kalmışlık sayesinde kurtulabiliriz  yıl   izmir  hala telefon çekmediği  yer   internet hızları desen ona keza  baktık adamlar  hızlı gidiyor bizde yetisemiyoruz  geri gitmeye başladık 
583,1,  ona gerek kalmadı hocam kozmik odaya girdiler  
584,1, ağır patlıcaz bundan eminim resmen üzerimize basıp geçecek   kendisinin  sonu olmadığını sonsuza  varolmanın  anlamsız zamanın protonun  sonu  anladığında iddiasından vazgececeğini  düşünüyorum evren çökecekse entropi duracaksa  kendisi   anlamı  hemen gorecektir 
587,3,alan turing e ait detaylı  video gelmeli  baya merak uyandıran  konu olacağını düşünüyorum 
589,1,sahte bayrak operasyonları videosunu bulamadım izleyen varmı
596,1,yapay kuantum tanrısı   düşünmemiştim  iyi  bölüm  elinize  sağlık tebrik 
597,-1,keşke ölümsüz olsam  görsem dünya gelecekte   galaksiler arası yolculuk yapacak  ilerleyecek  yoksa  noktaya varamadan kendini dünya  imha edip  tamamen  edip  ilkellige  a gerii getirecek
598,3,şimdilik görünen evet kesinlikle gelecekte   dünyadaki yerimize karar verecek bilgisayarlar seni izleyen genç arkadaşlara tavsiyem hayatlarındaki  işlemcisi  makinelerle iyi geçinsinler      
599,-1, insanoğlu  bişeyi tuttuk emme tutmasak idik  mı eyiy di acep 
601,2, şeyi kapsayan bi teori illaki bulunacak  uzak degil kuantum  mümkün kıldı şimdi izleme zamanı
602,1,neyse  derdimiz enflasyon  gıda
603,0,  gerçeken başarılı  kanala sahipsin kanalda  çoğu videonu izledim    gerilere gitmeme rağmen  yıl   videolarında  yeni yorum yapan arkadaşların sorularına yanıt vermişsin yorumları okuyup izleyicilerinde fikirlerini alıyorsun umarım  iyi yerlere gelir kanalın başarılar  
604,-1, tek çözüm uyduları vurmak uydusuz kalan  ülke     uydu yoluyla herşey çalışan tek  
605,-1, tek çözüm uyduları vurmak uydusuz kalan  ülke     uydu yoluyla herşey çalışan tek  
607,0,adamlar yaratılışın formülünü şimdiden bulmuşlar desek yanlış olmaz ucuz kahramanlığa gerek    olayı  kaç adım geriden izlemek olup biteni anlamak  anlamak lazım 
608,1,bilinç aktarımıyla  iyi  insanın bilinci yapay zekayla birleşebilir  ileri teknolojiyle belkide ortaya   farklı bi yaşam formu  yeni bi dünya düzeni  oluşturulabilir olasılıklar sonsuz    senin bahsettiğin soru işaretlerinden sonraki kısım gerçekten tam bi muamma    sene  çoğu  şekillenecek  
609,1, konuları  kişiden dinledim  biri   net akılda kalıcı olmamıştı tebrikler dünyaya hayatlara dinlere herşeye yaklaşımın   düşüncede   insan  varmış delirttiniz  teşekkürler
610,-1,özellikle transhumanizm akımıyla birlikte yapay zeka ilerde insan bedenine aktarılacak   insanın bilinci karakteri anılar duyguları  zip dosyası  bilgisayar ortamında depolanabilecek kişi öldükten  güncel haliyle yeni bi bedene aktarılabilecek dolaylı ölümsüzlük 
611,3,tam  ençok kafa yorduğum konu müthiş içerik ellerine sağlık üstad    özellikle aklımızdaki soru işaretleri benzer yapay zeka iyi yöne  kötü yöne  evrilecek  seçimi  kendine verecek   verdi  onun etkilerini yaşamaya başladık  
612,0, zamanlar internette silikon vadisi zenginlerinin sürekli ada satın aldıkları  ilgili haberler vardı   yıl   zannetmiyorum b ku çoktan yedik  
613,2,insan öldükten    ruh nedir bunla ilgili video yapacak mısınız 
614,2,  üniversitede sayısal elektronik adında  dersimiz vardı dersimizin konusu çip denilen entegreler içindeki transistörler  çiplerin dolayısıyla karmaşık sistemlerinin birbirleriyle  iletişimi konu ediliyordu ozaman  f adındaki entegre yi yavaştan kodluyorduk hoca demişti   işin  ilkelindeyiz adamlar süper pozisyon qbyte teknolojisini kullanacaklar yakında demişti  qbyte teknolojisi hayata geçerse gelişmiş bilgisayar insanoğlunu yönetir derdi hep hoca içimizden yuh  derdik tahayyül edemezdik dejavu oldum şaşırdım   büyük önemli belkide tehlikeli belkide insanlığın geleceğine yön veren gelişmeler  ürkütücü 
618,1,klonlanma  ilgili vidoe gelirmiii
619,1,suanda bıssuru tv kanalı boş yayınlar yapıyor senın  videoların  yenılerı ana akım medyada yayınlanmalı
620,-1,şu an  hesaplama yapabiliyor    abartmayın
621,-2,şuanlık bilgisayarlar  üretilen kuantum bilgisayarların  boyutta olacağını tahmin etsek  kuantum bilgisayarların yapay zeka  birlikte   birşey üretebileceğini tahmin etmek zor
623,-1,içeriği beğenmedim   bayıldım   emeğimize sağlık tez zamanda milyon olmanız dileğiyle   sizi seviyoruz     
627,-1,person of ınterest izlemenizi öneririm  video üstüne güzel gider 
629,-3,bilim camiası maneviyattan   yoksun  seviyedeki  buna bilgelik diyorum   gelişmiş zekasını ilkel dürtüleri  kullanıyor yapılan  icatlar saf beden ihtiyaçları üzerine  tamamen silah üretmek  kullanıyor   yerde düşman görüyorlar  ilkel beyin değildir  nedir  yüzden bilim gözümde çocuk seviyesindedir  saf merak üzerinden ilerler  çocuk  oyuncaklarıyla oynarsa bilim adamları  maddeyle oynar bilge  yetişkin aklıdır maddenin yapısıyla  doğasıyla ilgilenir  yüzden saf merak   şeyler icat etselerde ilkel beyinlerini aşamamıştır zekaları kısaca yüksek zekaları ilkel beyinlerinin hizmetindedir
632,-2,kuantum  akıl zaman makinesini  kolayca icat eder  çoktan icat etmiş   
635,1,teşekkürler iyi  
638,2,rica  iyi 
641,1,sokanlar utansın millet  onun  farkında 
643,2, gercegibul  gerçeğin  doğru bilginin peşinde olanların çoğunun sonunu faili meçhul ölümlerle sonuçlandığını geçmişte gördük bende merak uyandıran kısmı bilgisayarların yapay zekanın düşünme yetisine gerçekten sahip olup olmayacağı düşüncesi  konuyuda  iyi anlatımı   doğru bilgiyi  vereceğinizi düşündüğümden gelmeli 
646,2,kuantum boyutlarında bütün verileri işleyebilen  bilgisayar tanrı fikrini insan mantığına oturur hale getiriyor gerçekten    bilgisayar değilde organik  bilinç olabilme ihtimali tanrı fikrinin düşünülmesi gereken asıl tarafı  
647,1,teşekkürler genelde videolardan     gün verebiliyorum  fırsat olmuyor iyi  
648,2,evet  can alıcı noktaya parmak basmissiniz hakikatin varolusumuzun bilgisiyle tanışıp  boyutlu varlıklar olduğumuzu  teknoloji  yapılabilen herşeyi  iç gücümüzle yapabileceğinin idrakine varabilecegimizi   bilginin  çağ gereği herkese açıldığını  ermişlerin yapabildigi herşeyi anda ihtiyacımız  bilginin evrenden bize geleceğini idrak edebilen   yapabilecek fizik beden duygu  düşünce farkındalığı  zihin hakimiyeti  konsantrasyon çalışmalarını adanmışlık  disiplin  yapabilenler  güce kavuşacaklardir  onlar akıl beden teknoloji   akıl beden aşk iz  onların robot köleleri olmak zorunda değiliz  hayat herzaman eşit    insan formunda  insan olma şansını verir  gorebilenler  kanalın sözünü ettiği yüksek akla geciceklerdir  konunun derinliğini kısaca anlatabilmek  uzun cümleler getirdi   
649,-1,ileride yapacağım
651,1,ana akım kavramı içindeki    insanlığın yararına çalışmıyor   devir bitti 
652,1, gercegibul   mehmet ali bulut un  vıdeo cekmesı  ülke yonetımıne tsk   üst düzey makamlara ders vermenız ülke yararını düşünenler   aciliyet  zorunluluk şuanda övmek  söylemiyorum
657,-1,kanalı bi kaç saat  keşfetmiş biri  tek kelimeyle bayıldımmmm gizli bilgiler aşığı biri  mistisizm açlığımı karşıladı niye   geç keşfettim onu anlamadım  şeyde  hayır  dır diyor başarılarınızın daim olmasını diliyorum    
660,1,   kalite elinize  sağlık ufuk açmak tam  nedir  yapılırın mutfağısınız teşekkürler
664,-3,para para para
668,-1,istikbal akıldadır 
673,-1,enerjiyi yüksek maliyetle üreten ülkelerin sanayide   alanda kullandıkları enerji nükleer füzyon elde edilen binlerce kat  ucuza mal  enerji  kıyaslandığında arada dev  uçurum   
677,-1,elon musk   önümüzdeki   yıl  herşey kökten değişecek demişti  quantum teknolojisinden   gelişmiş aı lardan bahsediyor   kökten değişecek şuan kullandığımız telefon televizyon bilgisayar buzdolabı vs   teknolojik aletlerden tutun      
679,1,yapay zeka dünya  el atarsa karınca kolonileri  yaşarız   basit galaktik herhangi  ırk  griler    insanız gerekirse dünyayı   dünyaları  ederiz  kabul etmeyiz 
683,2, komik gelecek   insan dürüst vicdanlı erdemli birer birey olursa yapay zeka ona zarar veremez tehdit edemez zorla birsey yaptıramaz tabiki öngörülü korkusuz  bilinçli olmak kaidesi  insan zihnini kendimiz yönlendiriyoruz yeni teknoloji algılar haric  yapay zeka  zaman  ana mekanizmaya iletişime veri akışına ihtiyaç duymakta  engellemek  zaman mümkün dünyayı karartmak pahasına  olsa evet gerçekten korkulması gereken büyük  muazzam  güç karşısında durabilecek hicbirsey   görünüyor  unutmayın bizler türküz birsey uretemesekte ibneliklerini  zaman bulmusuzdur   mizahı şaka 
685,0,ayrica enigma codlarini düñya in hic  computer imkansiz cozulemezdi   calisan almanyada kadinin kendisinden duydum cünkü aralarinda kapali kapilarda mors alfabasi anlasmali belirli kisilerle yapildi   hic  system  hic  ileri teknoloji patlatamaz mauthauk projekte cocuklarai  yaslar arasinda  sefer zamani portallarindan goderip geri getiriyorlardi  ögrendiler  ikimiz seninlen anlassak  ik kisa mors  uzun c harfi uzun tek kisa z harvi  sadecd ikimiz bütün alfabasi yapsak dünyanin bütün yapay zekasini getirsinlerde hadi cikartsinlar nah cikartirlar vesselam
687,1,şunu net söyleyebilirim  insanoğlu teknolojide   ilerlerse  fazla insan  kolay ölmeye başlıyor  
690,1,devir bilgisayar devri sözünü  iyi anlatan video  bravooo harika   
692,2, almanyada dating portallarda hepsi chat cpt neyse  erkek ariyom diyor hemen arabada bulusup  basliycam diyor tamam diyom su su saate burada bulusalim  ismin    renk seviyo uzatiya lafi uzati diyom hanim efendi anonym bulusmak istiyordun  uzatiyon lafi adres belli ip numaram belli velhasil kelam  kac sefer keriz  bekledik  gelen   giden anladiki  ai birdaha yermiyim tövbeler  sayfalarim yalan kusursuz heeeeeepsiiiiiii
695,-2,evimize aldığımıx laptoplarda işlemci olmayacak ram rom olmayacak ekran kartı olmayacak basit  cihaz  kuantum servere bağlanacağız  herşeyi oradan yapacağız kuantum bilgisayar tek dünya devletinin  silahıdır 
700,1, einstein ında düşüncelerinin geçtiği tanrının formülü kitabını okursan   tehdit  tam tersi bütünlüğe uzanan  aracı  göreceksin  ayrıca vahdeti vücut panteizm panenteizm südur teorisiyle ilgili videolar gelse  güzel  
701,1,  iyi azına zihnine sağlık bro
705,2,plaket  tebrik  kaliteli araştırma videoların   
706,5,qubit  dolanıklığı ifade eder  maddenin iki tarafta görünmesi       maddenin  hallinin  maddedinin farklı yerlerde olma ihtimali  anlamak  boyut kavramını çözmek lazım   ileri seviye fizik ötesi  durum  çoğu kişi anlayamayacak malesef  fizik kanunlarının farklı  yerinde
707,1,hocam uyku problerime çözüm oldunuz uykuya dalmakta zorlanıyordum sayenizde düşünmekten  uyuyamaz oldum teşekkürler  
708,2,alan turingle alakalı vidyo yapsanız iyi olurdu 
710,1,resmen insan beyni duruyor  çağ be kardeşim  sesine sağlık adete bilgi dağarcığı gibisin tebrik  seni      
711,1, yıldır quantum mekanik  quantum programlama üzeirnde araştırma yapmıştım oturup   çalışmaya  yeni başladım quantum programlama yapay zekanında ötesinde  durum anlamak  fizik  matematik bilmeniz lazım
713,0, bedenini organik  yaratan  qantum pc düşünün  gerçek  kusursuz  quantum insan teşekkürler dostum bilimin sınırı  tabi   milyarda  bin kişi bilir diğerleri kaldıramaz pardon bide şu  quantum peygamber  
714,1,resmen tarih dersi niteleğinde  video muazzam bilgiler kardeşim  sağlık  
715,1, sağlık  bilgilendirici takdire şayan  konu   aydınlatınız   
716,3,dünyanın  iyi kanallarında ana haber sunacak kapasite  yetenek  muhteşem anlatım hitab iyiki varsın
718,1,  başyapıt   profesyonel  sağlık kardeşim  
720,1,dijital çıktı insanlık uzatmalari oynuyor
721,-1, numara video
723,-2,abim  adamsın ciddi diyorum bak kafamdaki   soruya cevap verdin hamza yardimcioglu ramazan kurtoğlu abdullah ciftciyide izlerim kucuklugumden beri  senin videolar on numara
731,1,  kaliteli gerçekten
733,1,süper yapay zekaya emredin  bütün insanlığın bilgisi onda dediğini duyunca aklıma hemen deccale   uygun tanımlar  aklıma  tıpkı deccali tanımlıyor    
734,1, yılında  alınan commodore    kb lık hafızada basic dilini öğrenip şifreleme cevaba göre otomatik yönlendirme oyun tasarlama vs yapmıştım  zamanlar  mucize  geliyordu  windows çıktı öncesinde dos kullanıyorduk kara ekran ortada komutlar vs   somut gelmiyordu görsellik  gelişen teknoloji konuyu ayrı  yere taşımıştı şimdi  yeni piyasaya çıkan iphone    nm işlemci  herkesin elinde kullanılabilir hale    nm çip seri üretiliyor şuan işin sonu kesinlikle kötü  teknolojinin yapay zekanın duyguları     çalışmayacak bağımsız olacaklar   böcekleri ilaçlamamız  bizleri birer parazit  görüp  edecekler haketmiyor muyuz bunca kötülükten  fazlasıyla hakediyoruz  içerik  teşekkürler  bey   
743,0,olanla oluşturulan arasındaki hakikati bilmeden yola çıkanlar terminatör süreci başlatabilir  aptal  makinanın yönetimine boyun eğebilir günümüzde   bilmedikleri onlar tanrıcılık oynarken hakikat yolunda yürüyenlerin eğlenecek olduğudur  kal sağlıcalıkla 
744,1, sağlık allah ilminizi  araştırmalarınızı artırsın sevgi  saygılarımle   değerli takipçilerinize
750,0,benedict cumberbatch in alan turing i canlandırdığı enigma filmini izlemiştim birden aklıma  nerden biliyorum    düşündüm
753,-1,insan hayatını kolaylaştırmanın dışında kalan bilim  teknoloji yapay zeka  insanlığın sonunu getirecek maalesef  
755,2,kanalın uzun zamandır takipcisiyim gerçeği bul cidden gerçegin bulunabilecegi ciddi ilkeli güvenilir  samimi    vieolarını izlemenizi  konuyu idrak edebilecek kişilere tavsiye etmenizi şiddetle öneririm selamlar
760,1,teşekkürler iyi  
761,1,onun cozumu emp bombasinda  uzun zamandir  urettigimiz cozumleri kullaniyoruz aselsan sagolsun 
762,1, sonraki hedef   zeki  varlık kendisine kıyasla aptal denilebilecek insanlar tarafından yönetilmeyi kesinlikle kabul etmez 
763,3,zamanı ileri doğru düşünmekte israr edenler  algoritmik zeka  değilse  yarın tehdit  algılanır ancak konuyu ille  ileri doğru düşünmek zorunda değiliz düşünelim  zeka   an itibariyle  mutlak arkeolojise bitişmiş halde nihai pozisyonuna birikmiş kendini tamamlamıştır 
764,1,iyi  
765,1,teşekkürler iyi  
766,1,hahaha iyi düşünmeler 
768,0,tavsiyem iki günde   saatlik spor antrenmanı mens sana in corpore sano   
769,-1,hocam yapay zeka coini grt coin   düşünüyorsunuz ilerde nerelere gider sizce  popüler olmaya başladı heryerde adı geçiyor
771,-1,doğrudan onunla alakalı olmaz  araştırdığı konuyu içeren  video 
772,1,işte orası cidden muamma dediğim  potansiyeli cidden  büyük
773,1,teşekkürler iyi  
775,0,teşekkürler video isteklerini topluluk sekmesindeki video istekleri başlığına yazarsanız  iyi  yorumlar gözümden kaçıypr
777,2,rica  iyi 
778,2,rica  iyi 
779,-1, gercegibul  yorumlarıma neden cevap vermiyorsunuz  bey üzdünüz 
780,2,rica  iyi 
781,1,teşekkürler iyi  
782,1,teşekkürler iyi  
783,1,teşekkürler iyi  
784,2,rica  iyi 
785,1,  iyi 
788,2,rica  iyi 
789,1,teşekkürler iyi  
791,2,rica  iyi  
792,1,rica 
793,1,teşekkürler iyi  
795,1,teşekkürler iyi  
798,1,iyi  
801,1,  te abartılı   az  söylenmiş    yıl öncesine bakıp günümüze kıyasla  yaşamış  insanlar diyorsak  fazla  yıl   şeyleri bizler   söyleyecekler şu anki teknolojimizin  yıl sonraki teknoloji yanında  çöp ten farkı kalmayacak   gerçekten   heyecan verici hemde fazlasıyla korkutucu 
804,3, teknolojinin yapay zekayla birleştiğini düşünmek  ürkütücü  insanın aklına sayısız komplo getiriyor acaba aladdin   yapay zekalardan biri   faydalı şeyler yapılabilir  teknolojiyle misal vermek gerekirse su sorununu çözmek  ölümcül hastalıklara çare   insanoğlunun  yararlı  şeye kullanmaktan   sonumuzu getirmek  kullanacağını düşünüyorum  çoğu insanda   dediğime katılacaktır eskiden hep gelecekteki teknolojiyi görmek  uzun yaşamak isterdim galiba  isteğimden  vazgeçeceğim  göreceğimiz şeyler pek  güzel olmayacağa benziyor elinize sağlık cidden  iyi  araştırmacısınız 
814,1,  fırsat  tehdit  zaman    teknolojiyi iyi  kötü amaçlar  kullananlar olucaktır    arada yapay zeka görsel üretimi  leonardo ai önerebilirim günlük uretim hakki   bitince temp mailden yeni  hesap acıp yeni  uyelik olusturabilirsiniz   
816,1,merhabalar iyi yayınlar
818,-1, kardesim su yapay zeka robot meselelerine girmesen hani cem yılmaz  mutfak robotu demek istemiyorum   az  yili 
819,1,ruhumuz  ölümden sonrakı hayata ait video yayınlaya bilirmisin 
823,1, yapay zeka beni korkutuyor iyice gerildim izlerken 
827,1, bey  harikasınız    aboneliği iptal ettim sizle bilgileniyoruz   net  sıkılmadan video lariniz izliyoruz tskederim  
829,1,kredi kartı kullanımı kapalı katıl  olamadım iban dan bende olayım 
831,-1,selamlar bazen  garip hissediyorum   aklımdan geçen  haber video olay vs  kaç gün  google  karşımda çıkıyor buna inanmak istemiyorum   normal 
835,-1, önemli chatgpt e miras hesaarken yüzde hesaplattım ardından eksi mesela  dedim ekşi  gitti ops haklısın düzelttiğin  dedi tamam alakasız    ilginç 
838,-1, k plaka gelmis hayirli   m bekliyoruz umarim  kisa zamanda alirsin  basarilar
840,1,heyecan  merakla bekliyoruz
841,1, sonumuzun  az kaldığına eminim  iyi bilgiler ellerinize sağlık
